Type	Genus	Tube colour	Botanical name	Common name	States	NW	LE	NU	GT	FR	EA	EP	NL	MU	YP	SL	KI	SE	Height (m)	Spread (m)	Rain (mm)	Soil texture	Soil pH	Frost	Flower colour	Flower (time)	License	Attribution link	Attribution Label
Trees and Shrubs	Leptospermum	G	'Coral Candy'	cultivar of L.scoparium	cultivar														1.5-2	1.5-2	500	"Sa, Lo, Cl"	AN	M	Pk	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	B	coriaceum	green tea tree	"SA,N,V"	R		R	R	R		I			R	R		I	1-3	2-4	350	"Sa, Lo, Li"	ANC	R	W	"W, Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	G	'Horizontalis'	cultivar of L.continentale	cultivar														0.5-1.5	2-4	500	"Sa, Lo, Cl"	ANC	R	W	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	B	lanigerum	woolly tea tree	"SA,N,V,T,Q"									E		I	I	I	2-5	1.5-4	550	"Lo, Cl"	AN/C	R	Cr	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	G	'Lavender Queen'	cultivar of L.rotundifolium	cultivar														1.5	2	500	"Sa, Lo, Cl"	AN	R	Pk	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	G	'Little Bun'	cultivar of L.polygalifolium	cultivar														1	1	500	"Sa, Lo, Cl"	AN	M	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	B	myrsinoides	silky tea tree	"SA,N,V"									T		I	I	I	1-4	1-4	450	"Sa, Lo, Cl"	AN	R	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	G	'Nanum Rubrum'	cultivar of L.scoparium	cultivar														1-1.3	0.6-1	500	"Sa, Lo, Cl"	AN	R	R	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	B	petersonii	lemon scented tea tree	"Q,N"														2-5	1.5-4	650	"Sa, Lo, Cl"	AN	M	W	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	G	polygalifolium 	tantoon tea tree	"Q,N"														2-4	2-4	650	"Lo, Cl"	AN	R	W	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	G	sericeum	silver tea tree	W														2-3	2-3	650	"Sa, Lo, Cl"	AN	M	Pk	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leptospermum	G	'Winter Cheer'	cultivar of L.scoparium	cultivar														2	2	600	"Sa, Lo, Cl"	AN	M	R	"W, Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leucophyta	B	brownii	cushion bush	"SA,V,T,W"			I				I			T	I	I	I	0.2-1	1-2	400	"Sa, Lo, Li"	ANC	M	"Y,Br"	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Leucopogon	G	parviflorus	coast beard heath	"SA,Q,N,V,T,W"							I			R	I	I	I	2-4	1-3	500	"Sa,Lo"	ANC	S	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Linum 	B	marginale	native flax	"SA,Q,N,V,W"				R	R	R	I	I	I	T	I		I	0.3-0.6	0.2-0.4	500	"Sa,Lo,Cl"	ANC	R	B	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Maireana	B	brevifolia	cotton bush	all states but T			I	T	I	I	I	I	I	I	I		I	0.5-1	0.5-1.5	250	"Sa,Lo,Cl,Li"	ANC	R	I		CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Maireana	B	pyramidata	shrubby bluebush	"SA,N,V,W"		I		I	I	I	T	I	I	I	E			0.5-1	0.5-1	300	"Sa,Lo,Cl/Lo"	ANC	R	I	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Maireana	B	sedifolia	pearl bluebush	"SA,N,V.W,NT"	I	I	I	I	T	I	I	I	T	I				0.6-1.5	0.6-2	350	"Sa,Lo,Cl"	ANC	R	Y/Pk	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	acuminata ssp acuminata	mallee honey myrtle	"SA,N,V,W"				R	R		I	R	I	I	I	I	I	2-4	2	300	"Sa, Lo, Li"	ANC	M	Cr	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	alternifolia		"Q,N"														3-5	2-5	600	"Sa, Lo"	AN	M	W	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	armillaris	bracelet honey myrtle	"N,V"														3-8	3-5	450	"Sa, Lo, Cl"	ANC	M	Cr	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	bracteata	white cloud tree	"SA,Q,N,W,NT"	I													3-8	3-6	600	"Lo, Cl"	ANC	M	Cr	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	brevifolia	white-flowered paperbark	"SA,V,W"							I	E	I		R	I	I	2-4	2-4	400	"Sa,Lo,Cl,Li"	ANC	R	W	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca		Melaleuca (cont.)																								CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	'Claret Tops'	cultivar of M.linariifolia	cultivar														0.5-1.5	1-2	500	"Sa,Lo,Cl"	AN/C	S	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	coccinea	Goldfield's bottlebrush	W														2	2	300	"Sa, Lo"	ANC	M	R	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	'Cotton Candy'	cultivar of M.thymifolia	cultivar														0.3-0.4	0.3-0.4	500	"Sa,Lo,Cl"	AN/C	R	Pu	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	decussata	cross-leaved honey myrtle	"SA,V"							I		R	I	I	I	I	2-5	2-4	450	"Lo, Cl, Li"	ANC	M	Pu	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	decussata Fastigata	narrow upright form 	cultivar														2-3	1	400	"Sa,Lo,Cl"	ANC	R	Pu	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	diosmifolia	diosma-leaved honey myrtle	W														2-4	2-3	400	"Sa,Lo,Cl,Li"	ANC	M	G	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	fulgens ssp fulgens	scarlet honey myrtle	W														1-2	1-2	500	"Lo, Cl"	AN	M	R	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	gibbosa	slender honey myrtle	"SA,V,T,W"							R		R	I		I	R	2-3	2-3	400	"Sa,Lo,Cl,Li"	ANC	M	Pu	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	glomerata	inland paperbark	"SA,N,W,NT"		I			I	I	R							3-5	3-5	300	"Sa, Lo, Cl"	ANC	M	Cr	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	'Green Globe'	cultivar of M.armillaris	cultivar														1-2	1-2	450	"Sa, Lo, Cl"	ANC	M	Cr	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	halmaturorum	SA swamp paperbark	"SA, V"							T		V	T	V	I	I	2-6	2-6	350	"Sa,Lo,Cl,Li"	ANC	M	W	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	huegelii	chenille honey myrtle	"W,Q"														3-4	2-5	500	"Sa,Lo,Cl,Li"	ANC	M	"W, Pk"	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	hypericifolia	hillock honey myrtle	N														2-3	2-3	450	"Lo, Cl"	ANC	M	R/O	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	incana	grey honey myrtle	W														1-3	1.5-3	450	"Lo, Cl"	ANC	M	Y	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	lanceolata	dryland tea tree	"SA,Q,N,V,W"		I	R	R	T	R	I	T	I	T	I	I	I	3-8	3-5	250	"Sa,Lo,Cl,Li"	ANC	R	Cr	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	lateritia	robin red-breast bush	W														1-2	1-2	500	"Sa, Lo, Cl"	AN	M	R/O	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	linariifolia	snow in summer	"Q,N.NT"														5-7	3-5	650	"Sa, Lo Cl"	AN	M	W	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	nesophila	western honey myrtle	W														2-5	2-4	400	"Sa,Lo,Cl,Li"	ANC	M	Pu/Pk	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	nesophila Dwarf form	syn M 'Little Nessie'	cultivar														1.5-2	1.5-3	350	"Sa,Lo,Cl,Li"	ANC	M	Pu	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	pauperiflora ssp mutica		"SA,W"		I	I	I	I		I	V	V	V				2-6	1.5-2.5	400	"Sa, Lo, Cl"	ANC	R	W	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	pentagona		W														1-3	1-2	450	"Sa, Lo, Cl"	ANC	M	Pk/Pu	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	pulchella	claw flower	W														0.5-2	1-2	400	"Lo, Cl"	AN/C	M	Pk/Pu	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	spathulata		W														1-1.5	1-1.5	400	"Sa, Lo,Cl"	ANC	M	Pk/Pu	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	squamea	swamp honey myrtle	"SA,N,V,T"											V	R	I	1-3	1-3	500	"Sa,Lo,Cl"	AN	R	"Pk,Pu"	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	squarrosa	scented paperbark	"SA, N,V,T"													R	2-5	2-4	550	"Sa, Lo,Cl"	ANC	R	Cr	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	thymifolia	thyme honey myrtle	"Q, N"														0.5-1	0.5-1	550	"Lo, Cl"	ANC	R	"Pu,W"	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	uncinata	broombush 	all states but T		I		I	I		I	I	I	I	I	I	R	2-3	1-2	350	"Sa, Lo, Li"	ANC	M	Y	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	'Velvet Cushion'	cultivar of M.incana	cultivar														0.5-1	0.5-1.5	450	"Sa,Lo,Cl"	ANC	M	Y	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	G	'White Lace'	cultivar of M.thymifolia	cultivar														0.5-1	0.3-0.8	500	"Sa,Lo,Cl"	ANC	R	W	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Melaleuca	B	wilsonii	Wilson's honey myrtle	"SA,V"									R				R	1-2	1-3	400	"Sa,Lo,Cl,Li"	ANC	M	Pk/Pu	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Micromyrtus	G	ciliata	fringed heath myrtle	"SA,N,ACT,V"									R				R	0.5-1	0.5-2	500	"Sa, Lo"	AN/C	R	W/Pk	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Muehlenbeckia	B	florulenta	lignum	all states ex T	R	I		T	V	R	R	R	T	R	R		R	1-2	1-2.5	300	"Sa,Lo,Cl"	ANC	R	"Y,W"	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Myoporum	G	bateae		N														1.5-3	1-3	550	"Lo, Cl"	ANC	M	Pk	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Myoporum	G	floribundum	slender myoporum	"N,V"														2-3	2-3	500	"Sa, Lo, Cl"	AN/C	R	W	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Myoporum	B	insulare	boobialla	all states ex.NT			I	I			I		R	I	I	I	I	3-5	3-5	350	"Sa, Lo, Li"	ANC	M	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Myoporum	G	montanum	water bush	"SA,Q,N,V,W,NT"	R	I		R	I	I	R	I	I	I	I			1-2	1.5-2.5	400	"Sa,Lo,Cl"	ANC	R	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Myoporum	B	petiolatum   	sticky boobialla	"SA, V"					I			I			I	I	I	1-2.5	1-3	350	"Sa,Lo,Cl"	ANC	R	W	"W,Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Myoporum	B	platycarpum	false sandalwood	"SA,Q,N,V,W"	I	I	I	I	I	I	I	I	T	I	I		I	3-6	2-4	300	"Sa, Lo, Li"	ANC	M	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Nitraria 	B	billardierei	nitre bush	"SA,"		I	I	I	I	I	I	I	I	I	I	I	I	1-2	2-4	300	"Sa,Lo,Cl,Li"	ANC	R	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Olearia	B	axillaris	coast daisy-bush	"SA,N,V,T,W"			R	R			I		R	I	I	I	I	2-3	1.5-2	400	"Sa,Lo,Cl,Li"	ANC	R	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Olearia	B	pannosa	silver-leaved daisy	"SA,V"					V	E	R	V	V	V	V		T	1-2	1-2	400	"Sa, Lo, Cl"	ANC	R	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Olearia	G	phlogopappa	Otway daisy-bush	"N,V,T"														1-2	1-2	550	"Sa, Lo, Cl"	AN	M	"W,Pk,Pu"	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Olearia	B	pimeleoides	showy daisy-bush	"SA,Q,N,V,W"	R		R	I	I	I	I	T	I	I				0.5-1	0.5-1	400	"Sa, Lo, Li"	ANC	M	W	"W, Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Olearia	B	ramulosa	twiggy daisy-bush	"SA,Q,N,V,T"					I		I	T	R	T	I	I	I	1-1.5	1-2	500	"Sa, Lo, Cl"	AN/C	M	"W,Pk"	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Ozothamnus	G	diosmifolius 	sago flower	"Q,N"														2-4	1-3	500	"Sa, Lo, Cl"	AN/C	M	W/Pk	"Sp, S,A "	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Philotheca Syn:Eriostemon	G	angustifolia ssp angustifolia	narrow leaved wax flower	"SA,Q,N,V"					V	R	R	V	R	V	R	R	R	1-1.5	1-1.5	450	"Sa,Lo,Cl"	AN/C	R	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Philotheca Syn:Eriostemon	G	myoporoides 	native daphne	"Q,N,V"														1-2	1-2	550	"Lo,Cl"	AN/C	R	W	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Philotheca Syn:Eriostemon	G	myoporoides ssp acuta		"Q,N,V"														0.5-1	1-2	550	"Lo,Cl"	AN/C	R	W	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Pimelea	G	ferruginea 	pink rice flower	W														1	1-1.5	500	"Sa, Lo, Cl"	ANC	M	Pk	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Pimelea	G	glauca	smooth rice flower	"SA,Q,N,V,T"					I	R	I	T	I	I	I	I	I	0.1-1	0.3-1.5	400	"Sa,Lo"	ANC	M	W	"W,Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Pittosporum	B	angustifolium	native apricot	all states but T	I	I	I	I	I	I	I	I	T	I	R	V	E	4-8	3-4	250	"Sa,Lo,Cl,Li"	ANC	M	Cr	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Platylobium	B	obtusangulum	common flat pea	"SA,V,T"								R		X	I	I	R	0.3-1	0.5-1	550	"Sa, Lo, Cl"	AN	M	O&R	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Prostanthera	G	aspalathoides	scarlet mintbush	"SA,N,V,Q"							R		I	E	E	R	R	0.5	0.5	400	"Sa, Lo"	ANC	M	"R,Y"	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Prostanthera	G	behriana	downy mintbush	SA					R	E		R	R		I	E	V	1-2.5	1-2.5	350	"Sa,Lo"	AN	M	W	"W,Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Prostanthera	G	chlorantha	green mintbush	SA							E				R	V		0.5	0.5	450	"Sa,Lo"	ANC	M	B/G	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Prostanthera	G	eurybioides	Monarto mintbush	SA									E				E	0.3-1	1	350	"Sa,Lo"	ANC	M	Pu	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Prostanthera	G	ovalifolia	oval leaf mintbush	"Q,N"														2-3	2	600	"Lo, Cl"	AN/C	M	Pu	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Prostanthera	G	serpyllifolia ssp microphylla	small-leaved mintbush	"SA,W,N,V"				R			I		R	E		I	I	0.5	0.5	350	"Sa, Lo"	ANC	M	R	"W, Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Prostanthera	G	sieberi	mintbush	N														2-3	2-3	450	"Lo, Cl"	AN	M	Pu	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Prostanthera	G	striatiflora	streaked mintbush	"SA,N,W,NT"	I	I		I	I	R	V	V	I					1-2	1-2	350	"Sa, Lo, Li"	ANC	M	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Pultenaea	B	daphnoides	long-leaved bush-pea	"SA,Q,N,V,T"											I	I		1-2	0.5-1	550	"Sa, Lo, Cl"	AN/C	M	Y/R	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Pultenaea	B	largiflorens	twiggy bush-pea	"SA,N,V"					I			I		R	I	I	I	1-1.5	0.5-1.5	550	"Sa, Lo, Cl"	AN/C	M	Y/R	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Rhagodia	B	candolleana	seaberry saltbush	"SA,W,N,V,T"			R				I		T	I	I	I	I	1-1.5	1-1.5	350	"Sa,Lo,Cl,Li"	ANC	M	I	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Rhagodia	B	crassifolia	fleshy saltbush	"SA,W,N,V"			I	I		I	I	I	I	I	I	I		1.5	1.5	350	"Sa,Lo,Cl"	ANC	R	I	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Rhagodia	B	parabolica	fragrant saltbush	"SA,Q,N,V,NT"	I		I	I	I	I	I	I	T	R	V		I	1-2	1-2	350	"Sa,Lo,Cl"	ANC	R	I	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Santalum	B	acuminatum	"quandong, native peach"	all states ex T 	I	I	I	I	I	I	I	I	T	I	V		R	3-6	1-3	300	"Sa,Lo,Cl,Li"	ANC	R	Cr	S	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Santalum	B	spicatum	sandalwood	"SA,W"	V		V	V	E	E	V			E				3-8	1-3	150	"Sa,Lo,Cl,Li"	ANC	R	Cr	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Scaevola	G	crassifolia		"SA, W"			R				I			R	R	I	I	1	1	300	"Sa,Lo,"	ANC	M	B	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Senecio 	B	hypoleucus	pale groundsel	SA											I		E	0.8-1	0.5	350	"Sa,Lo,Cl"	ANC	R	Y	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Senecio 	B	odoratus	scented groundsel	SA					I	R	R	X	V	X	I	I	I	0.5-1.5	0.5-1.5	500	"Sa,Lo,Cl"	ANC	R	Y	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Senna	B	artemisioides ssp artemisioides	silver cassia	All states ex V	I	I	I	I	I	R	I	R	I	R				1-2.5	1-2.5	250	"Sa, Lo, Li"	ANC	M	Y	F	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Senna	B	artemisioides ssp coriacea	cassia	All states ex T	I	I	I	I	I	I	I	I	I	R	I			1-3	1-3	300	"Sa,Lo,Cl,Li"	ANC	M	Y	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Senna	B	artemisioides ssp petiolaris	desert cassia	All states ex T	I	I	I	I	I	I	I	R	I	R	I			1-3	1-3	300	"Sa, Lo, Cl/Lo"	ANC	M	Y	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Solanum 	B	laciniatum	large kangaroo apple	"SA,N,V,T,W"							V		R		R		I	1-3	1-3	500	"Sa,Lo,Cl"	AN	M	B/Pu	"Sp,S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Stemodia	B	florulenta	blue- rod	"SA,N,Q,W,NT"		I		I		R	R	R	I		I			0.5	0.5	300	"Sa,Lo,Cl"	ANC	R	B	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Syzygium	G	smithii	lilly pilly	"V,N,Q"														5-15	5-8	550	"Sa,Lo,Cl"	ANC	M	W	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Taxandria Syn. Agonis	B	juniperina 	juniper myrtle	W														6-7	3-4	500	"Lo,Cl"	AN/C	M	W	"A,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Taxandria Syn. Agonis	G	parviceps	fine tea tree	W														1-3	1-3	400	"Sa,Lo,Cl"	AN/C	M	W	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Templetonia	B	retusa	cockies tongue	"SA,W"			I	R	R		I	I		R		I		1-3	1.5-3	300	"Sa,Lo,Cl,Li"	ANC	M	R	"W,Sp"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Tetratheca	G	ciliata	pink bells	"SA,N,V,T"									I				I	0.5	0.5	500	"Sa, Lo"	AN	M	"Pk, W"	Sp	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
Trees and Shrubs	Tetratheca	G	pilosa	pink-eyed susan	"SA,N,V,T"											I		I	0.2-0.5	0.2-0.5	550	"Sa, Lo,Cl"	AN	M	Pk	"Sp, S"	CC-BY	http://www.environment.sa.gov.au/our-places/State_Flora/Catalogue	State Flora
